time,pm1,pm25,pm10,temperature,humidite
2026-01-28T05:00:00.000Z,0.47,0.516666667,0.73,11.615,59.22533333
2026-01-28T05:15:00.000Z,0.426666667,0.516666667,0.886666667,11.84533333,58.96566667
2026-01-28T05:30:00.000Z,0.376666667,0.433333333,0.616666667,12.065,58.414
2026-01-28T05:45:00.000Z,0.363333333,0.403333333,1.32,12.17166667,58.02266667
2026-01-28T06:00:00.000Z,0.44,0.53,1.206666667,12.21966667,57.77466667
2026-01-28T06:15:00.000Z,0.66,0.783333333,1.483333333,12.531,58.148
2026-01-28T06:30:00.000Z,0.62,0.696666667,0.956666667,12.79566667,57.96033333
2026-01-28T06:45:00.000Z,0.55,0.616666667,0.853333333,12.88066667,58.38533333
2026-01-28T07:00:00.000Z,1.503333333,1.69,2.23,12.905,58.31766667
2026-01-28T07:15:00.000Z,0.996666667,1.393333333,2.003333333,12.93433333,57.64466667
2026-01-28T07:30:00.000Z,0.72,0.803333333,1.096666667,12.73133333,58.384
2026-01-28T07:45:00.000Z,0.79,0.863333333,1.193333333,12.74,59.04
2026-01-28T08:00:00.000Z,0.686666667,0.816666667,1.05,12.924,58.195
2026-01-28T08:15:00.000Z,0.74,0.943333333,1.98,13.08566667,55.93366667
2026-01-28T08:30:00.000Z,0.743333333,1.09,2.21,13.224,55.84666667
2026-01-28T08:45:00.000Z,0.963333333,1.863333333,2.783333333,13.33633333,56.095
2026-01-28T09:00:00.000Z,0.97,1.406666667,2.87,13.49533333,56.38866667
2026-01-28T09:15:00.000Z,1.79,2.483333333,3.89,13.71133333,56.23433333
2026-01-28T09:30:00.000Z,1.226666667,1.75,3.153333333,13.92333333,55.51333333
2026-01-28T09:45:00.000Z,1.576666667,1.993333333,2.506666667,13.931,55.87766667
2026-01-28T10:00:00.000Z,1.36,2.083333333,2.943333333,14.17366667,54.956
2026-01-28T10:15:00.000Z,1.373333333,1.696666667,2.66,14.97733333,53.801
2026-01-28T10:30:00.000Z,1.436666667,2.08,3.763333333,15.874,51.362
2026-01-28T10:45:00.000Z,1.333333333,2.073333333,2.653333333,16.71033333,49.65366667
